order_id,user_id,product_id,order_date,status,total,n_items
order_000042,user_00177,prod_0002,2024-07-31T08:30:20Z,processing,682.08,1
order_000043,user_01084,prod_0062,2023-10-31T07:57:40Z,delivered,628.76,3
order_000043,user_01084,prod_0400,2023-10-31T07:57:40Z,delivered,628.76,3
order_000043,user_01084,prod_0744,2023-10-31T07:57:40Z,delivered,628.76,3
order_000044,user_01107,prod_0670,2023-03-03T19:29:44Z,cancelled,600.87,1
order_000045,user_08123,prod_0695,2023-01-04T13:10:10Z,delivered,150.15,1
order_000046,user_08575,prod_0815,2022-08-06T12:21:46Z,cancelled,199.25,1
order_000047,user_04986,prod_0419,2022-05-18T12:04:02Z,delivered,419.15,1
order_000048,user_08096,prod_0594,2023-07-27T20:09:19Z,delivered,1414.0,2
order_000048,user_08096,prod_0128,2023-07-27T20:09:19Z,delivered,1414.0,2
order_000049,user_00275,prod_0940,2022-08-02T14:15:54Z,processing,1843.5,2
order_000049,user_00275,prod_0083,2022-08-02T14:15:54Z,processing,1843.5,2
order_000050,user_07640,prod_0400,2022-11-21T05:30:45Z,delivered,1308.15,5
order_000050,user_07640,prod_0569,2022-11-21T05:30:45Z,delivered,1308.15,5
order_000050,user_07640,prod_0498,2022-11-21T05:30:45Z,delivered,1308.15,5
order_000050,user_07640,prod_0395,2022-11-21T05:30:45Z,delivered,1308.15,5
order_000050,user_07640,prod_0793,2022-11-21T05:30:45Z,delivered,1308.15,5
order_000051,user_03666,prod_0411,2023-06-16T18:21:41Z,cancelled,67.96,1
order_000052,user_05136,prod_0218,2022-01-30T13:09:56Z,delivered,2573.72,5
order_000052,user_05136,prod_0100,2022-01-30T13:09:56Z,delivered,2573.72,5
order_000052,user_05136,prod_0156,2022-01-30T13:09:56Z,delivered,2573.72,5
order_000052,user_05136,prod_0425,2022-01-30T13:09:56Z,delivered,2573.72,5
order_000052,user_05136,prod_0286,2022-01-30T13:09:56Z,delivered,2573.72,5
order_000053,user_02870,prod_0168,2024-06-26T22:26:38Z,delivered,3423.92,3
order_000053,user_02870,prod_0049,2024-06-26T22:26:38Z,delivered,3423.92,3
order_000053,user_02870,prod_0135,2024-06-26T22:26:38Z,delivered,3423.92,3
order_000054,user_00625,prod_0075,2023-10-12T14:34:23Z,delivered,413.1,2
order_000054,user_00625,prod_0150,2023-10-12T14:34:23Z,delivered,413.1,2
order_000055,user_08002,prod_0062,2024-06-07T06:18:06Z,delivered,520.63,3
order_000055,user_08002,prod_0568,2024-06-07T06:18:06Z,delivered,520.63,3
order_000055,user_08002,prod_0960,2024-06-07T06:18:06Z,delivered,520.63,3
order_000056,user_07504,prod_0086,2022-01-15T20:59:17Z,processing,1371.61,1
order_000057,user_01558,prod_0542,2023-08-14T16:17:14Z,delivered,27.1,1
order_000058,user_00914,prod_0858,2024-03-04T23:41:04Z,delivered,1015.47,2
order_000058,user_00914,prod_0017,2024-03-04T23:41:04Z,delivered,1015.47,2
order_000059,user_00881,prod_0285,2024-09-20T00:59:08Z,delivered,333.84,2
order_000059,user_00881,prod_0040,2024-09-20T00:59:08Z,delivered,333.84,2
order_000060,user_09867,prod_0012,2023-02-20T08:43:10Z,delivered,673.05,1
order_000061,user_07410,prod_0517,2023-06-18T00:56:12Z,delivered,1558.75,4
order_000061,user_07410,prod_0071,2023-06-18T00:56:12Z,delivered,1558.75,4
order_000061,user_07410,prod_0602,2023-06-18T00:56:12Z,delivered,1558.75,4
order_000061,user_07410,prod_0038,2023-06-18T00:56:12Z,delivered,1558.75,4
order_000062,user_06387,prod_0114,2022-04-01T06:21:24Z,delivered,663.28,4
order_000062,user_06387,prod_0577,2022-04-01T06:21:24Z,delivered,663.28,4
order_000062,user_06387,prod_0877,2022-04-01T06:21:24Z,delivered,663.28,4
order_000062,user_06387,prod_0596,2022-04-01T06:21:24Z,delivered,663.28,4
order_000063,user_00799,prod_0909,2023-01-31T10:15:26Z,processing,163.86,1
order_000064,user_03477,prod_0222,2022-09-14T02:09:23Z,shipped,494.86,2
order_000064,user_03477,prod_0738,2022-09-14T02:09:23Z,shipped,494.86,2
order_000065,user_08170,prod_0530,2024-08-19T20:00:53Z,delivered,162.78,2
order_000065,user_08170,prod_0420,2024-08-19T20:00:53Z,delivered,162.78,2
order_000066,user_05756,prod_0157,2022-01-16T14:39:52Z,delivered,703.07,1
order_000067,user_03051,prod_0883,2023-02-09T20:03:53Z,delivered,1535.38,3
order_000067,user_03051,prod_0174,2023-02-09T20:03:53Z,delivered,1535.38,3
order_000067,user_03051,prod_0553,2023-02-09T20:03:53Z,delivered,1535.38,3
order_000068,user_02294,prod_0726,2024-06-27T12:55:18Z,delivered,424.87,3
order_000068,user_02294,prod_0699,2024-06-27T12:55:18Z,delivered,424.87,3
order_000068,user_02294,prod_0694,2024-06-27T12:55:18Z,delivered,424.87,3
order_000069,user_04664,prod_0679,2023-02-24T16:23:46Z,delivered,1697.51,2
order_000069,user_04664,prod_0151,2023-02-24T16:23:46Z,delivered,1697.51,2
order_000070,user_07738,prod_0526,2022-02-28T21:48:21Z,processing,48.39,1
order_000071,user_02602,prod_0544,2024-10-08T02:05:10Z,shipped,67.43,1
order_000072,user_00231,prod_0161,2022-03-18T15:07:31Z,shipped,1897.06,3
order_000072,user_00231,prod_0015,2022-03-18T15:07:31Z,shipped,1897.06,3
order_000072,user_00231,prod_0420,2022-03-18T15:07:31Z,shipped,1897.06,3
order_000073,user_08903,prod_0723,2024-12-18T00:12:14Z,delivered,76.58,2
order_000073,user_08903,prod_0919,2024-12-18T00:12:14Z,delivered,76.58,2
order_000074,user_09175,prod_0531,2023-07-01T19:46:05Z,delivered,53.86,1
order_000075,user_05515,prod_0505,2022-06-01T18:11:01Z,delivered,274.45,1
order_000076,user_07568,prod_0846,2023-02-24T05:14:01Z,delivered,213.48,2
order_000076,user_07568,prod_0601,2023-02-24T05:14:01Z,delivered,213.48,2
order_000077,user_00137,prod_0362,2023-08-26T17:56:17Z,cancelled,414.98,1
order_000078,user_00480,prod_0117,2024-12-15T14:51:08Z,delivered,3824.34,4
order_000078,user_00480,prod_0076,2024-12-15T14:51:08Z,delivered,3824.34,4
order_000078,user_00480,prod_0108,2024-12-15T14:51:08Z,delivered,3824.34,4
order_000078,user_00480,prod_0043,2024-12-15T14:51:08Z,delivered,3824.34,4
order_000079,user_01694,prod_0919,2024-04-05T05:32:21Z,delivered,124.53,2
order_000079,user_01694,prod_0928,2024-04-05T05:32:21Z,delivered,124.53,2
order_000080,user_02359,prod_0582,2022-05-07T15:14:54Z,delivered,46.65,2
order_000080,user_02359,prod_0523,2022-05-07T15:14:54Z,delivered,46.65,2
order_000081,user_01041,prod_0466,2022-09-11T07:16:36Z,delivered,279.5,2
order_000081,user_01041,prod_0573,2022-09-11T07:16:36Z,delivered,279.5,2
order_000082,user_06210,prod_0724,2024-06-02T04:07:05Z,delivered,331.68,1
order_000083,user_03349,prod_0539,2023-03-13T11:07:16Z,processing,622.12,4
order_000083,user_03349,prod_0575,2023-03-13T11:07:16Z,processing,622.12,4
order_000083,user_03349,prod_0155,2023-03-13T11:07:16Z,processing,622.12,4
order_000083,user_03349,prod_0380,2023-03-13T11:07:16Z,processing,622.12,4
order_000084,user_04295,prod_0729,2024-07-17T06:42:56Z,delivered,334.53,3
order_000084,user_04295,prod_0763,2024-07-17T06:42:56Z,delivered,334.53,3
order_000084,user_04295,prod_0635,2024-07-17T06:42:56Z,delivered,334.53,3
order_000085,user_03982,prod_0958,2023-07-08T00:48:13Z,delivered,179.22,1
order_000086,user_01881,prod_0370,2023-01-13T09:04:48Z,delivered,63.83,1
order_000087,user_04572,prod_0299,2024-02-06T10:09:39Z,delivered,452.76,1
order_000088,user_07375,prod_0344,2024-12-04T01:27:05Z,delivered,650.13,3
order_000088,user_07375,prod_0806,2024-12-04T01:27:05Z,delivered,650.13,3
order_000088,user_07375,prod_0568,2024-12-04T01:27:05Z,delivered,650.13,3
order_000089,user_01342,prod_0427,2022-11-08T22:36:35Z,shipped,319.1,2
order_000089,user_01342,prod_0868,2022-11-08T22:36:35Z,shipped,319.1,2
order_000090,user_03146,prod_0073,2023-05-25T20:52:22Z,delivered,322.54,3
order_000090,user_03146,prod_0132,2023-05-25T20:52:22Z,delivered,322.54,3
order_000090,user_03146,prod_0599,2023-05-25T20:52:22Z,delivered,322.54,3
order_000091,user_00951,prod_0171,2022-03-03T14:44:06Z,delivered,1509.54,3
order_000091,user_00951,prod_0659,2022-03-03T14:44:06Z,delivered,1509.54,3
order_000091,user_00951,prod_0330,2022-03-03T14:44:06Z,delivered,1509.54,3
order_000092,user_07445,prod_0609,2022-11-19T19:43:15Z,processing,345.26,3
order_000092,user_07445,prod_0485,2022-11-19T19:43:15Z,processing,345.26,3
order_000092,user_07445,prod_0581,2022-11-19T19:43:15Z,processing,345.26,3
order_000093,user_09299,prod_0745,2024-06-16T06:13:01Z,delivered,122.66,1
order_000094,user_07545,prod_0550,2023-09-16T23:06:15Z,delivered,939.42,3
order_000094,user_07545,prod_0003,2023-09-16T23:06:15Z,delivered,939.42,3
order_000094,user_07545,prod_0012,2023-09-16T23:06:15Z,delivered,939.42,3
order_000095,user_02649,prod_0979,2023-08-17T17:46:55Z,shipped,719.09,4
order_000095,user_02649,prod_0569,2023-08-17T17:46:55Z,shipped,719.09,4
order_000095,user_02649,prod_0346,2023-08-17T17:46:55Z,shipped,719.09,4
order_000095,user_02649,prod_0985,2023-08-17T17:46:55Z,shipped,719.09,4
order_000096,user_04730,prod_0140,2023-03-24T13:06:19Z,processing,226.12,1
order_000097,user_00830,prod_0102,2024-02-21T08:03:31Z,delivered,491.93,1
order_000098,user_05740,prod_0986,2022-09-01T13:07:23Z,delivered,48.68,1
order_000099,user_02999,prod_0012,2024-06-01T13:21:10Z,processing,792.41,3
order_000099,user_02999,prod_0576,2024-06-01T13:21:10Z,processing,792.41,3
order_000099,user_02999,prod_0630,2024-06-01T13:21:10Z,processing,792.41,3
order_000100,user_07422,prod_0495,2022-01-16T13:22:09Z,delivered,822.41,4
order_000100,user_07422,prod_0391,2022-01-16T13:22:09Z,delivered,822.41,4
order_000100,user_07422,prod_0384,2022-01-16T13:22:09Z,delivered,822.41,4
order_000100,user_07422,prod_0346,2022-01-16T13:22:09Z,delivered,822.41,4
order_000101,user_01966,prod_0550,2024-05-08T12:16:30Z,returned,66.0,1
order_000102,user_03944,prod_0999,2023-02-17T20:01:11Z,cancelled,654.72,5
order_000102,user_03944,prod_0206,2023-02-17T20:01:11Z,cancelled,654.72,5
order_000102,user_03944,prod_0938,2023-02-17T20:01:11Z,cancelled,654.72,5
order_000102,user_03944,prod_0919,2023-02-17T20:01:11Z,cancelled,654.72,5
order_000102,user_03944,prod_0972,2023-02-17T20:01:11Z,cancelled,654.72,5
order_000103,user_08613,prod_0939,2022-09-09T17:36:14Z,delivered,62.9,1
order_000104,user_04610,prod_0727,2024-04-29T07:10:08Z,delivered,359.59,1
order_000105,user_01378,prod_0868,2022-11-15T21:16:58Z,processing,79.57,1
order_000106,user_08978,prod_0407,2023-04-14T07:25:51Z,delivered,571.57,2
order_000106,user_08978,prod_0827,2023-04-14T07:25:51Z,delivered,571.57,2
order_000107,user_07934,prod_0972,2023-09-04T00:41:02Z,delivered,524.82,3
order_000107,user_07934,prod_0397,2023-09-04T00:41:02Z,delivered,524.82,3
order_000107,user_07934,prod_0504,2023-09-04T00:41:02Z,delivered,524.82,3
order_000108,user_06065,prod_0718,2024-05-13T15:10:39Z,delivered,931.12,2
order_000108,user_06065,prod_0694,2024-05-13T15:10:39Z,delivered,931.12,2
order_000109,user_08551,prod_0565,2022-12-15T21:45:45Z,delivered,408.27,3
order_000109,user_08551,prod_0643,2022-12-15T21:45:45Z,delivered,408.27,3
order_000109,user_08551,prod_0724,2022-12-15T21:45:45Z,delivered,408.27,3
order_000110,user_02167,prod_0095,2022-07-12T00:32:47Z,delivered,1150.14,1
order_000111,user_06003,prod_0860,2023-12-10T10:49:04Z,processing,80.33,1
order_000112,user_02360,prod_0309,2022-04-11T13:58:54Z,delivered,1072.19,3
order_000112,user_02360,prod_0451,2022-04-11T13:58:54Z,delivered,1072.19,3
order_000112,user_02360,prod_0339,2022-04-11T13:58:54Z,delivered,1072.19,3
order_000113,user_07116,prod_0237,2022-08-31T12:05:28Z,processing,1349.56,2
order_000113,user_07116,prod_0069,2022-08-31T12:05:28Z,processing,1349.56,2
order_000114,user_09254,prod_0193,2023-09-05T01:00:19Z,returned,74.93,1
order_000115,user_09125,prod_0578,2022-03-17T17:11:46Z,shipped,65.3,1
order_000116,user_09565,prod_0429,2024-08-02T01:12:46Z,delivered,239.53,1
order_000117,user_04581,prod_0292,2023-02-16T01:34:47Z,delivered,1488.47,2
order_000117,user_04581,prod_0164,2023-02-16T01:34:47Z,delivered,1488.47,2
order_000118,user_02685,prod_0518,2022-06-27T17:01:12Z,returned,383.83,3
order_000118,user_02685,prod_0596,2022-06-27T17:01:12Z,returned,383.83,3
order_000118,user_02685,prod_0724,2022-06-27T17:01:12Z,returned,383.83,3
order_000119,user_07176,prod_0343,2024-12-08T19:08:33Z,delivered,264.67,1
order_000120,user_06124,prod_0611,2023-05-29T22:22:04Z,delivered,48.77,1
order_000121,user_08617,prod_0172,2023-11-05T14:12:35Z,processing,905.65,3
order_000121,user_08617,prod_0378,2023-11-05T14:12:35Z,processing,905.65,3
order_000121,user_08617,prod_0806,2023-11-05T14:12:35Z,processing,905.65,3
order_000122,user_09487,prod_0828,2023-06-18T14:50:20Z,processing,268.18,2
order_000122,user_09487,prod_0765,2023-06-18T14:50:20Z,processing,268.18,2
order_000123,user_08607,prod_0430,2022-02-01T21:20:43Z,delivered,1039.48,3
order_000123,user_08607,prod_0983,2022-02-01T21:20:43Z,delivered,1039.48,3
order_000123,user_08607,prod_0355,2022-02-01T21:20:43Z,delivered,1039.48,3
order_000124,user_01848,prod_0289,2024-06-22T07:29:08Z,delivered,1378.54,3
order_000124,user_01848,prod_0875,2024-06-22T07:29:08Z,delivered,1378.54,3
order_000124,user_01848,prod_0043,2024-06-22T07:29:08Z,delivered,1378.54,3
order_000125,user_09503,prod_0234,2022-01-03T11:34:25Z,cancelled,713.84,4
order_000125,user_09503,prod_0897,2022-01-03T11:34:25Z,cancelled,713.84,4
order_000125,user_09503,prod_0466,2022-01-03T11:34:25Z,cancelled,713.84,4
order_000125,user_09503,prod_0896,2022-01-03T11:34:25Z,cancelled,713.84,4
order_000126,user_07610,prod_0989,2023-02-13T19:50:30Z,delivered,772.98,2
order_000126,user_07610,prod_0925,2023-02-13T19:50:30Z,delivered,772.98,2
order_000127,user_05411,prod_0175,2024-08-13T07:02:36Z,delivered,3147.13,4
order_000127,user_05411,prod_0410,2024-08-13T07:02:36Z,delivered,3147.13,4
order_000127,user_05411,prod_0722,2024-08-13T07:02:36Z,delivered,3147.13,4
order_000127,user_05411,prod_0174,2024-08-13T07:02:36Z,delivered,3147.13,4
order_000128,user_00648,prod_0730,2022-04-30T18:23:40Z,delivered,257.64,1
order_000129,user_01767,prod_0003,2024-10-06T16:28:53Z,processing,1244.81,3
order_000129,user_01767,prod_0024,2024-10-06T16:28:53Z,processing,1244.81,3
order_000129,user_01767,prod_0864,2024-10-06T16:28:53Z,processing,1244.81,3
order_000130,user_01173,prod_0762,2023-02-04T07:37:15Z,delivered,461.01,3
order_000130,user_01173,prod_0758,2023-02-04T07:37:15Z,delivered,461.01,3
order_000130,user_01173,prod_0456,2023-02-04T07:37:15Z,delivered,461.01,3
order_000131,user_09014,prod_0715,2024-07-12T19:36:14Z,delivered,381.48,1
order_000132,user_09952,prod_0624,2022-05-14T12:22:45Z,delivered,1662.1,5
order_000132,user_09952,prod_0520,2022-05-14T12:22:45Z,delivered,1662.1,5
order_000132,user_09952,prod_0588,2022-05-14T12:22:45Z,delivered,1662.1,5
order_000132,user_09952,prod_0290,2022-05-14T12:22:45Z,delivered,1662.1,5
order_000132,user_09952,prod_0055,2022-05-14T12:22:45Z,delivered,1662.1,5
order_000133,user_01347,prod_0978,2022-12-31T07:20:54Z,cancelled,1169.94,4
order_000133,user_01347,prod_0832,2022-12-31T07:20:54Z,cancelled,1169.94,4
order_000133,user_01347,prod_0719,2022-12-31T07:20:54Z,cancelled,1169.94,4
order_000133,user_01347,prod_0921,2022-12-31T07:20:54Z,cancelled,1169.94,4
order_000134,user_09992,prod_0729,2022-08-07T12:25:12Z,delivered,1356.39,4
order_000134,user_09992,prod_0645,2022-08-07T12:25:12Z,delivered,1356.39,4
order_000134,user_09992,prod_0194,2022-08-07T12:25:12Z,delivered,1356.39,4
order_000134,user_09992,prod_0688,2022-08-07T12:25:12Z,delivered,1356.39,4
order_000135,user_03178,prod_0335,2022-02-28T21:35:51Z,delivered,1227.29,5
order_000135,user_03178,prod_0241,2022-02-28T21:35:51Z,delivered,1227.29,5
order_000135,user_03178,prod_0220,2022-02-28T21:35:51Z,delivered,1227.29,5
order_000135,user_03178,prod_0898,2022-02-28T21:35:51Z,delivered,1227.29,5
order_000135,user_03178,prod_0098,2022-02-28T21:35:51Z,delivered,1227.29,5
order_000136,user_01994,prod_0827,2022-12-27T18:31:55Z,shipped,8.34,1
order_000137,user_04301,prod_0732,2024-07-17T22:28:29Z,delivered,113.6,2
order_000137,user_04301,prod_0553,2024-07-17T22:28:29Z,delivered,113.6,2
order_000138,user_07335,prod_0145,2022-05-14T13:31:55Z,delivered,1034.55,1
order_000139,user_07132,prod_0279,2023-08-28T09:22:23Z,shipped,433.18,2
order_000139,user_07132,prod_0358,2023-08-28T09:22:23Z,shipped,433.18,2
order_000140,user_02801,prod_0676,2023-03-19T15:48:16Z,delivered,1278.99,3
order_000140,user_02801,prod_0191,2023-03-19T15:48:16Z,delivered,1278.99,3
order_000140,user_02801,prod_0303,2023-03-19T15:48:16Z,delivered,1278.99,3
order_000141,user_05014,prod_0719,2023-09-17T10:28:20Z,delivered,555.07,1
order_000142,user_08699,prod_0679,2022-01-15T13:47:47Z,delivered,1311.42,4
order_000142,user_08699,prod_0731,2022-01-15T13:47:47Z,delivered,1311.42,4
order_000142,user_08699,prod_0505,2022-01-15T13:47:47Z,delivered,1311.42,4
order_000142,user_08699,prod_0447,2022-01-15T13:47:47Z,delivered,1311.42,4
order_000143,user_00544,prod_0597,2022-03-14T18:30:04Z,delivered,12.24,1
order_000144,user_08623,prod_0456,2022-12-01T08:36:22Z,cancelled,419.14,3
order_000144,user_08623,prod_0735,2022-12-01T08:36:22Z,cancelled,419.14,3
order_000144,user_08623,prod_0564,2022-12-01T08:36:22Z,cancelled,419.14,3
order_000145,user_06718,prod_0687,2024-12-24T04:12:14Z,delivered,1456.86,4
order_000145,user_06718,prod_0352,2024-12-24T04:12:14Z,delivered,1456.86,4
order_000145,user_06718,prod_0237,2024-12-24T04:12:14Z,delivered,1456.86,4
order_000145,user_06718,prod_0026,2024-12-24T04:12:14Z,delivered,1456.86,4
order_000146,user_04202,prod_0028,2024-12-12T09:39:04Z,returned,1909.8,3
order_000146,user_04202,prod_0210,2024-12-12T09:39:04Z,returned,1909.8,3
order_000146,user_04202,prod_0826,2024-12-12T09:39:04Z,returned,1909.8,3
order_000147,user_01637,prod_0723,2022-08-25T20:00:33Z,delivered,1555.93,4
order_000147,user_01637,prod_0644,2022-08-25T20:00:33Z,delivered,1555.93,4
order_000147,user_01637,prod_0649,2022-08-25T20:00:33Z,delivered,1555.93,4
order_000147,user_01637,prod_0692,2022-08-25T20:00:33Z,delivered,1555.93,4
order_000148,user_00011,prod_0260,2023-10-20T14:08:32Z,processing,139.84,1
order_000149,user_04723,prod_0740,2024-02-04T04:37:59Z,delivered,68.18,1
order_000150,user_07014,prod_0238,2022-08-17T14:44:03Z,delivered,106.07,1
order_000151,user_00681,prod_0520,2024-08-05T21:12:52Z,delivered,57.49,1
order_000152,user_03824,prod_0847,2022-02-25T10:31:45Z,delivered,156.83,1
order_000153,user_02044,prod_0106,2022-01-10T21:23:23Z,cancelled,2010.72,3
order_000153,user_02044,prod_0970,2022-01-10T21:23:23Z,cancelled,2010.72,3
order_000153,user_02044,prod_0166,2022-01-10T21:23:23Z,cancelled,2010.72,3
order_000154,user_03406,prod_0029,2022-07-15T10:51:11Z,returned,1254.84,1
order_000155,user_03112,prod_0073,2024-08-22T10:55:50Z,shipped,385.95,3
order_000155,user_03112,prod_0967,2024-08-22T10:55:50Z,shipped,385.95,3
order_000155,user_03112,prod_0954,2024-08-22T10:55:50Z,shipped,385.95,3
order_000156,user_04652,prod_0638,2022-01-14T22:22:51Z,delivered,868.95,2
order_000156,user_04652,prod_0663,2022-01-14T22:22:51Z,delivered,868.95,2
order_000157,user_02606,prod_0101,2023-01-01T00:03:18Z,delivered,828.46,2
order_000157,user_02606,prod_0399,2023-01-01T00:03:18Z,delivered,828.46,2
order_000158,user_01750,prod_0583,2022-05-21T05:34:32Z,delivered,2142.0,5
order_000158,user_01750,prod_0119,2022-05-21T05:34:32Z,delivered,2142.0,5
order_000158,user_01750,prod_0602,2022-05-21T05:34:32Z,delivered,2142.0,5
order_000158,user_01750,prod_0250,2022-05-21T05:34:32Z,delivered,2142.0,5
order_000158,user_01750,prod_0108,2022-05-21T05:34:32Z,delivered,2142.0,5
order_000159,user_00724,prod_0141,2023-07-22T21:24:20Z,delivered,2475.7,4
