user_id,product_id,added_at
user_09399,prod_0794,2022-09-27T12:06:10Z
user_01175,prod_0317,2022-09-13T23:08:20Z
user_00170,prod_0083,2022-02-15T17:41:53Z
user_09989,prod_0641,2023-12-08T19:01:21Z
user_03017,prod_0374,2022-10-18T12:43:53Z
user_07224,prod_0876,2024-06-29T22:36:44Z
user_05220,prod_0411,2022-04-08T22:54:23Z
user_03012,prod_0405,2024-04-25T13:40:17Z
user_07997,prod_0738,2024-02-10T02:42:05Z
user_00244,prod_0121,2023-02-02T11:08:30Z
user_06346,prod_0296,2024-12-10T18:55:37Z
user_06303,prod_0443,2022-04-29T01:18:45Z
user_05761,prod_0804,2022-08-16T21:59:00Z
user_07436,prod_0864,2022-10-04T09:35:53Z
user_01991,prod_0176,2024-06-26T06:17:38Z
user_00792,prod_0527,2024-10-12T19:53:39Z
user_03673,prod_0157,2024-09-15T12:59:54Z
user_06432,prod_0811,2024-01-26T13:36:20Z
user_09730,prod_0730,2023-11-13T20:24:55Z
user_05943,prod_0407,2023-09-19T14:29:23Z
user_09729,prod_0028,2022-06-05T18:36:07Z
user_05382,prod_0440,2024-06-30T13:34:18Z
user_04058,prod_0927,2023-10-31T01:28:03Z
user_07216,prod_0551,2022-01-29T18:45:43Z
user_07064,prod_0394,2024-04-27T12:47:05Z
user_09141,prod_0670,2022-01-26T13:08:41Z
user_09127,prod_0154,2022-07-25T20:19:10Z
user_08877,prod_0453,2023-03-17T02:01:58Z
user_02118,prod_0624,2022-11-18T23:33:53Z
user_07972,prod_0867,2022-08-21T19:17:58Z
user_04428,prod_0995,2024-01-25T01:43:14Z
user_09565,prod_0623,2024-04-23T08:57:11Z
user_02310,prod_0785,2023-08-18T20:05:23Z
user_00111,prod_0052,2024-09-29T19:45:58Z
user_04850,prod_0534,2022-07-26T04:27:38Z
user_00830,prod_0168,2024-10-16T21:28:23Z
user_08096,prod_0389,2023-05-19T07:41:41Z
user_02155,prod_0675,2022-12-18T12:09:17Z
user_02539,prod_0370,2024-04-30T10:26:22Z
user_09467,prod_0964,2022-01-07T09:34:33Z
user_02735,prod_0082,2024-05-24T12:03:10Z
user_01849,prod_0717,2022-06-19T16:47:04Z
user_01250,prod_0961,2024-02-07T18:39:48Z
user_07306,prod_0668,2022-10-08T00:05:58Z
user_09895,prod_0836,2023-12-26T00:58:37Z
user_08471,prod_0514,2024-07-29T15:33:43Z
user_07354,prod_0754,2023-11-07T20:31:53Z
user_00209,prod_0554,2024-02-04T18:02:20Z
user_01414,prod_0662,2024-05-25T10:08:02Z
user_06897,prod_0830,2024-03-19T21:02:46Z
user_00406,prod_0128,2022-06-15T00:44:20Z
user_00766,prod_0759,2022-12-25T22:15:09Z
user_00941,prod_0133,2023-07-03T03:41:45Z
user_04589,prod_0675,2024-03-04T10:00:37Z
user_01624,prod_0136,2024-07-22T12:05:35Z
user_03431,prod_0098,2023-04-03T23:33:00Z
user_01663,prod_0116,2024-01-26T11:00:08Z
user_08705,prod_0110,2022-01-23T05:15:17Z
user_03754,prod_0183,2022-02-06T04:35:36Z
user_03887,prod_0408,2024-03-06T08:13:31Z
user_04381,prod_0017,2023-09-13T06:29:05Z
user_03348,prod_0910,2023-06-28T03:43:04Z
user_05931,prod_0543,2022-10-01T10:05:54Z
user_02849,prod_0759,2023-05-26T11:36:36Z
user_01476,prod_0214,2022-03-27T19:16:31Z
user_03585,prod_0981,2022-10-26T01:33:14Z
user_09909,prod_0928,2023-02-13T10:20:56Z
user_09603,prod_0767,2023-07-03T02:26:50Z
user_06636,prod_0694,2022-07-01T15:32:41Z
user_00151,prod_0082,2023-09-05T22:03:51Z
user_07815,prod_0686,2022-02-28T17:38:27Z
user_00012,prod_0391,2024-05-01T12:38:40Z
user_05115,prod_0040,2022-07-13T11:34:28Z
user_03729,prod_0259,2023-06-29T00:29:28Z
user_07654,prod_0374,2022-10-01T18:05:30Z
user_03999,prod_0413,2022-01-01T11:55:03Z
user_03699,prod_0325,2024-07-04T16:11:21Z
user_08734,prod_0239,2024-11-29T08:56:24Z
user_07390,prod_0669,2023-10-24T02:45:34Z
user_00887,prod_0600,2023-12-12T14:59:21Z
user_02226,prod_0315,2023-12-29T17:43:36Z
user_03928,prod_0509,2023-01-19T11:03:19Z
user_01991,prod_0261,2024-11-06T23:00:24Z
user_07596,prod_0039,2023-08-27T01:29:17Z
user_03141,prod_0813,2024-01-08T14:04:37Z
user_06396,prod_0658,2023-10-18T23:50:16Z
user_01702,prod_0249,2023-03-22T10:21:43Z
user_06889,prod_0731,2023-12-24T15:44:09Z
user_07389,prod_0911,2024-03-16T13:50:43Z
user_07727,prod_0110,2024-01-31T18:13:11Z
user_00376,prod_0002,2022-08-23T20:22:56Z
user_08618,prod_0016,2024-02-19T05:23:08Z
user_07597,prod_0182,2022-05-29T21:03:00Z
user_04797,prod_0099,2024-01-28T03:46:29Z
user_04057,prod_0843,2024-07-14T04:03:33Z
user_00399,prod_0175,2023-10-25T16:25:25Z
user_09826,prod_0683,2022-04-02T21:21:02Z
user_09112,prod_0695,2022-05-24T19:15:38Z
user_03809,prod_0151,2022-03-27T02:31:27Z
user_03511,prod_0265,2022-12-15T22:43:47Z
user_07284,prod_0332,2023-11-07T13:20:28Z
user_06002,prod_0593,2023-11-07T15:21:00Z
user_03159,prod_0784,2022-08-08T22:32:01Z
user_08379,prod_0703,2024-08-14T16:55:20Z
user_04099,prod_0571,2024-05-11T15:14:20Z
user_03180,prod_0022,2023-05-31T02:33:46Z
user_02931,prod_0808,2024-02-25T04:03:48Z
user_02800,prod_0613,2022-01-22T00:17:17Z
user_02550,prod_0988,2023-08-10T13:24:17Z
user_08196,prod_0282,2022-08-28T02:45:08Z
user_03827,prod_0370,2022-03-22T22:10:15Z
user_02311,prod_0605,2024-08-07T20:17:43Z
user_08223,prod_0630,2024-02-19T20:46:11Z
user_04067,prod_0166,2024-11-17T23:36:20Z
user_08772,prod_0018,2022-02-25T11:01:51Z
user_04046,prod_0577,2023-08-13T14:30:11Z
user_05129,prod_0307,2023-08-17T17:16:33Z
user_01851,prod_0002,2024-01-09T13:44:59Z
user_00941,prod_0115,2024-01-30T04:58:04Z
user_00779,prod_0063,2022-12-04T02:49:26Z
user_01540,prod_0628,2024-04-19T10:53:21Z
user_08231,prod_0040,2024-01-23T23:51:21Z
user_06623,prod_0990,2024-07-05T09:40:49Z
user_05704,prod_0147,2022-08-22T18:36:19Z
user_09412,prod_0347,2022-06-04T02:47:01Z
user_03989,prod_0247,2024-01-07T17:26:43Z
user_08158,prod_0688,2023-02-10T12:08:55Z
user_07337,prod_0698,2024-12-24T22:47:45Z
user_08455,prod_0454,2022-08-09T21:24:16Z
user_06735,prod_0026,2023-06-21T09:03:07Z
user_09978,prod_0390,2023-02-21T15:07:10Z
user_09797,prod_0463,2023-09-24T13:01:56Z
user_01218,prod_0453,2023-08-11T09:52:59Z
user_02877,prod_0932,2022-05-11T22:05:15Z
user_09119,prod_0393,2024-06-07T13:48:17Z
user_06011,prod_0250,2023-03-22T01:55:22Z
user_09534,prod_0204,2022-10-16T14:35:15Z
user_07000,prod_0461,2023-11-15T03:29:36Z
user_02125,prod_0686,2023-01-27T21:45:21Z
user_06169,prod_0787,2024-11-20T06:00:36Z
user_06541,prod_0960,2023-06-24T17:52:47Z
user_04181,prod_0722,2022-03-20T02:41:54Z
user_08895,prod_0593,2024-05-31T11:40:27Z
user_08134,prod_0563,2022-06-23T13:58:17Z
user_03233,prod_0069,2024-04-25T21:50:48Z
user_02009,prod_0427,2022-08-29T22:01:37Z
user_07938,prod_0260,2023-12-27T00:07:39Z
user_02211,prod_0229,2023-08-22T12:44:39Z
user_00621,prod_0872,2023-11-20T20:59:08Z
user_01919,prod_0296,2022-05-01T23:00:11Z
user_09985,prod_0217,2024-07-02T07:54:02Z
user_04220,prod_0053,2024-09-09T16:28:46Z
user_02170,prod_0025,2024-06-27T08:57:33Z
user_02570,prod_0485,2022-08-06T07:34:11Z
user_05739,prod_0840,2023-12-02T20:53:44Z
user_00884,prod_0625,2024-02-11T17:41:41Z
user_03470,prod_0353,2022-03-03T06:49:51Z
user_07227,prod_0484,2022-01-11T07:38:45Z
user_05045,prod_0605,2024-03-29T05:25:37Z
user_06567,prod_0789,2022-06-30T14:28:05Z
user_08865,prod_0759,2022-07-04T23:22:22Z
user_05004,prod_0354,2023-04-25T11:02:58Z
user_08065,prod_0826,2023-05-19T12:35:27Z
user_07326,prod_0570,2024-07-01T11:30:45Z
user_02925,prod_0979,2023-01-22T10:12:59Z
user_01875,prod_0752,2022-11-26T22:03:30Z
user_08140,prod_0218,2022-05-08T10:35:08Z
user_09921,prod_0550,2022-01-31T05:32:38Z
user_02028,prod_0140,2024-12-21T22:30:17Z
user_07546,prod_0891,2022-06-29T05:27:00Z
user_07510,prod_0400,2022-11-10T19:21:16Z
user_02413,prod_0030,2022-04-05T16:13:22Z
user_08679,prod_0241,2024-03-15T03:44:22Z
user_06783,prod_0276,2022-08-26T11:13:13Z
user_04547,prod_0952,2022-11-12T00:24:10Z
user_05250,prod_0268,2022-07-19T17:55:09Z
user_06570,prod_0058,2024-03-30T09:55:08Z
user_06107,prod_0569,2022-04-25T14:23:31Z
user_07957,prod_0321,2022-12-06T07:55:58Z
user_08120,prod_0403,2023-09-17T19:09:30Z
user_08961,prod_0741,2022-07-08T08:44:36Z
user_04338,prod_0721,2022-05-02T11:58:29Z
user_07553,prod_0039,2024-07-13T07:06:03Z
user_07995,prod_0284,2024-05-29T14:35:58Z
user_08549,prod_0835,2024-01-05T16:26:36Z
user_08738,prod_0191,2023-01-01T07:45:36Z
user_09549,prod_0938,2022-03-06T23:29:31Z
user_09099,prod_0901,2024-12-05T04:39:42Z
user_04555,prod_0133,2023-03-04T19:37:56Z
user_04845,prod_0274,2023-04-28T06:42:56Z
user_01078,prod_0686,2022-04-22T19:10:08Z
user_01765,prod_0164,2023-05-09T07:28:47Z
user_04138,prod_0752,2023-04-27T08:04:35Z
user_09351,prod_0166,2024-10-05T00:16:17Z
user_00298,prod_0211,2022-02-04T01:03:13Z
user_06592,prod_0484,2024-04-27T04:20:25Z
user_08430,prod_0294,2022-04-01T21:17:36Z
user_07777,prod_0530,2022-05-19T15:30:19Z
user_02817,prod_0136,2022-02-03T11:40:16Z
user_06473,prod_0780,2023-02-04T06:08:07Z
user_05444,prod_0216,2022-05-13T18:14:44Z
user_07944,prod_0720,2023-12-18T15:53:30Z
user_08131,prod_0983,2024-08-12T07:50:15Z
user_07191,prod_0583,2024-12-26T01:05:11Z
user_00287,prod_0714,2022-03-14T16:35:52Z
user_00306,prod_0785,2024-01-28T03:59:50Z
user_02873,prod_0128,2022-03-12T07:21:59Z
user_08350,prod_0221,2023-11-11T21:05:29Z
user_09150,prod_0672,2023-08-02T11:04:52Z
user_02768,prod_0221,2022-09-16T07:48:53Z
user_02581,prod_0439,2022-07-02T03:50:13Z
user_02444,prod_0888,2022-11-21T03:37:32Z
user_05387,prod_0870,2023-11-13T18:04:00Z
user_02860,prod_0156,2022-03-26T07:26:55Z
user_01383,prod_0379,2022-06-13T16:08:32Z
user_09714,prod_0381,2023-12-18T04:26:43Z
user_01802,prod_0053,2024-03-15T20:23:19Z
user_07660,prod_0819,2023-12-19T12:01:36Z
user_07440,prod_0880,2022-05-27T07:53:15Z
user_01701,prod_0403,2024-05-06T21:45:28Z
user_09325,prod_0666,2022-02-17T15:47:08Z
user_08232,prod_0867,2024-04-16T10:09:14Z
user_05464,prod_0613,2024-12-16T05:47:41Z
user_01913,prod_0437,2023-06-13T17:13:25Z
user_01718,prod_0131,2024-10-08T07:01:56Z
user_07036,prod_0365,2023-04-11T22:47:00Z
user_08158,prod_0685,2022-01-06T03:57:31Z
user_07797,prod_0082,2023-12-02T00:16:43Z
user_09854,prod_0813,2023-06-24T07:14:22Z
user_04973,prod_0170,2023-07-20T08:36:43Z
user_01651,prod_0805,2023-07-01T23:55:07Z
user_07174,prod_0612,2022-10-26T17:10:48Z
user_09476,prod_0140,2022-08-20T22:41:43Z
user_00971,prod_0035,2024-06-11T14:43:22Z
user_01732,prod_0454,2023-08-20T13:31:18Z
user_06546,prod_0029,2022-12-26T00:44:55Z
user_07807,prod_0767,2022-06-21T10:32:01Z
user_05035,prod_0448,2022-05-12T06:53:53Z
user_03277,prod_0677,2024-03-11T01:49:35Z
user_07045,prod_0778,2024-03-10T20:41:39Z
user_08420,prod_0133,2024-06-09T12:05:20Z
user_00685,prod_0015,2024-10-29T04:28:28Z
user_06704,prod_0316,2023-03-23T22:41:17Z
user_07999,prod_0864,2023-04-10T09:34:22Z
user_08294,prod_0278,2022-08-25T17:16:18Z
user_01797,prod_0013,2024-04-07T15:24:48Z
user_01710,prod_0431,2024-09-04T14:40:12Z
user_08538,prod_0437,2024-01-05T05:01:11Z
user_08161,prod_0760,2024-07-31T20:19:46Z
user_09150,prod_0999,2023-10-29T08:00:03Z
user_03477,prod_0490,2022-11-13T07:34:20Z
user_03226,prod_0160,2024-10-29T20:33:49Z
user_05638,prod_0409,2022-03-09T10:03:00Z
user_01087,prod_0777,2022-02-16T20:32:24Z
user_01109,prod_0185,2022-08-17T12:04:47Z
user_06884,prod_0338,2023-10-21T09:15:28Z
user_01930,prod_0204,2024-09-07T11:19:40Z
user_03547,prod_0489,2022-03-11T08:57:17Z
user_02564,prod_0531,2024-07-24T04:21:36Z
user_08827,prod_0580,2024-05-16T13:30:27Z
user_05860,prod_0438,2022-03-09T02:56:05Z
user_06187,prod_0793,2024-10-02T10:28:20Z
user_08395,prod_0695,2023-01-09T05:21:07Z
user_07438,prod_0056,2024-05-26T20:49:34Z
user_05147,prod_0748,2022-08-31T08:07:12Z
user_03828,prod_0739,2022-04-07T13:10:16Z
user_09820,prod_0898,2023-12-02T20:59:07Z
user_01570,prod_0005,2022-12-25T15:01:14Z
user_02361,prod_0909,2024-07-10T16:05:35Z
user_03729,prod_0038,2023-12-12T06:44:02Z
user_05883,prod_0006,2024-02-21T08:45:17Z
user_00706,prod_0130,2023-04-24T18:31:46Z
user_03414,prod_0430,2022-02-17T19:15:43Z
user_08070,prod_0853,2024-08-19T01:19:58Z
user_01174,prod_0472,2023-01-15T21:48:23Z
user_02745,prod_0304,2024-05-10T16:09:37Z
user_00085,prod_0877,2022-03-14T20:10:17Z
user_02259,prod_0069,2024-11-16T01:29:34Z
user_05082,prod_0222,2023-11-21T18:32:28Z
user_00139,prod_0149,2023-01-24T22:26:50Z
user_06401,prod_0120,2024-09-16T20:36:35Z
user_08488,prod_0172,2022-01-10T02:02:48Z
user_09491,prod_0284,2022-08-26T01:11:14Z
user_03160,prod_0895,2024-02-25T21:56:47Z
user_06840,prod_0132,2024-11-05T15:05:41Z
user_05984,prod_0543,2022-09-14T21:00:28Z
user_01569,prod_0908,2022-01-22T11:25:48Z
user_09347,prod_0510,2022-04-08T20:10:06Z
user_08391,prod_0549,2024-11-04T03:35:26Z
user_03762,prod_0538,2023-03-26T09:34:12Z
user_04326,prod_0694,2022-04-05T02:40:04Z
user_08096,prod_0162,2022-09-08T02:08:43Z
user_05998,prod_0205,2022-01-17T07:15:08Z
user_02717,prod_0568,2023-08-21T01:48:26Z
user_01153,prod_0728,2022-02-12T10:16:09Z
user_09898,prod_0508,2023-10-18T09:31:56Z
user_09927,prod_0082,2024-04-24T05:40:07Z
user_01607,prod_0033,2022-06-19T04:18:05Z
user_06412,prod_0834,2023-10-16T20:04:20Z
user_07389,prod_0633,2024-07-20T07:02:56Z
user_03259,prod_0880,2023-03-22T14:53:05Z
user_04551,prod_0286,2023-04-23T03:45:05Z
user_05691,prod_0534,2022-10-28T09:16:12Z
user_08109,prod_0090,2022-07-09T03:11:12Z
user_02382,prod_0368,2023-08-10T03:30:56Z
user_03304,prod_0910,2022-12-02T12:15:23Z
user_07721,prod_0651,2023-10-27T19:51:41Z
user_05605,prod_0277,2023-10-15T07:15:28Z
user_06504,prod_0657,2024-03-07T11:30:45Z
user_04503,prod_0380,2022-10-09T01:10:09Z
user_01430,prod_0904,2022-04-12T17:21:15Z
user_04470,prod_0639,2022-04-16T13:36:16Z
user_02259,prod_0707,2022-05-18T09:49:21Z
user_07323,prod_0755,2023-11-14T12:25:30Z
user_03325,prod_0227,2024-11-01T01:26:36Z
user_04603,prod_0871,2023-09-28T00:41:52Z
user_08458,prod_0338,2022-12-04T06:39:00Z
user_04085,prod_0597,2023-01-22T21:09:21Z
user_00980,prod_0626,2024-05-02T19:03:14Z
user_00646,prod_0939,2023-01-15T00:18:02Z
user_09334,prod_0529,2024-06-25T06:51:15Z
user_02919,prod_0577,2023-06-08T05:54:31Z
user_05422,prod_0452,2022-01-27T18:33:25Z
user_09812,prod_0862,2023-01-31T02:52:39Z
user_06278,prod_0162,2023-10-05T05:43:02Z
user_08652,prod_0475,2023-09-23T07:08:50Z
user_06895,prod_0083,2023-04-06T09:51:40Z
user_08480,prod_0571,2023-07-22T10:45:30Z
user_09402,prod_0558,2022-03-11T17:55:02Z
user_02816,prod_0642,2024-12-28T06:07:27Z
user_08915,prod_0037,2023-03-26T17:39:37Z
user_04451,prod_0223,2022-01-27T18:23:59Z
user_07442,prod_0377,2023-01-05T05:07:22Z
user_05768,prod_0011,2024-01-16T10:29:53Z
user_08352,prod_0564,2023-09-03T13:00:30Z
user_01797,prod_0200,2023-10-01T21:15:04Z
user_05516,prod_0712,2023-03-09T01:06:26Z
user_09499,prod_0292,2024-03-16T22:12:59Z
user_03861,prod_0859,2024-04-08T16:18:38Z
user_06783,prod_0402,2024-06-01T22:36:15Z
user_08778,prod_0773,2024-01-19T16:59:33Z
user_08152,prod_0735,2023-05-20T19:35:25Z
user_07262,prod_0416,2024-05-26T03:52:04Z
user_04577,prod_0682,2022-01-18T20:02:10Z
user_04473,prod_0674,2024-07-27T02:46:31Z
user_06597,prod_0931,2023-07-19T10:40:03Z
user_06041,prod_0425,2024-08-17T15:21:15Z
user_06827,prod_0717,2024-08-29T03:30:14Z
user_04161,prod_0168,2023-03-22T20:10:59Z
user_07855,prod_0165,2024-06-19T11:31:16Z
user_04190,prod_0222,2023-10-09T22:51:22Z
user_09617,prod_0312,2024-07-15T12:21:52Z
user_01031,prod_0635,2022-03-23T03:00:49Z
user_03888,prod_0692,2023-09-11T22:41:21Z
user_00160,prod_0713,2023-08-15T12:38:56Z
user_01660,prod_0457,2023-07-27T10:56:33Z
user_04066,prod_0425,2024-06-27T02:47:12Z
user_06643,prod_0468,2024-05-16T20:43:24Z
user_02652,prod_0631,2023-10-03T01:35:32Z
user_07666,prod_0303,2022-08-10T16:26:59Z
user_08793,prod_0092,2022-10-12T10:11:21Z
user_00806,prod_0048,2023-06-21T06:14:43Z
user_08143,prod_0887,2022-04-02T01:04:22Z
user_09663,prod_0425,2024-06-28T22:26:20Z
user_02004,prod_0073,2023-02-04T10:13:36Z
user_05467,prod_0053,2024-02-23T09:20:23Z
user_05351,prod_0708,2023-10-04T07:30:41Z
user_02117,prod_0333,2022-05-08T05:30:01Z
user_05748,prod_0051,2022-12-04T20:51:54Z
user_07734,prod_0862,2022-03-06T22:31:21Z
user_08463,prod_0600,2023-07-30T17:25:21Z
user_00992,prod_0467,2022-04-07T17:31:01Z
user_06574,prod_0099,2024-08-17T02:34:51Z
user_06397,prod_0267,2024-04-10T12:03:04Z
user_03500,prod_0072,2023-04-22T07:27:37Z
user_08776,prod_0026,2024-05-04T21:30:00Z
user_08624,prod_0098,2022-04-23T00:11:56Z
user_06831,prod_0763,2022-10-02T12:51:01Z
user_09368,prod_0133,2023-10-29T12:36:51Z
user_03429,prod_0190,2024-12-25T05:08:53Z
user_04769,prod_0875,2022-05-14T08:02:17Z
user_09668,prod_0639,2024-07-21T16:55:29Z
user_00380,prod_0985,2022-01-18T11:10:02Z
user_00599,prod_0647,2024-07-04T00:59:20Z
user_09000,prod_0912,2022-03-21T00:28:40Z
user_07958,prod_0529,2023-02-01T03:36:11Z
user_06173,prod_0438,2022-02-01T04:54:27Z
user_02028,prod_0823,2023-06-28T01:29:04Z
user_08453,prod_0043,2023-02-24T21:44:24Z
user_05174,prod_0528,2024-06-28T04:23:37Z
user_07539,prod_0769,2024-07-01T05:59:49Z
user_06062,prod_0434,2022-07-07T15:10:11Z
user_09292,prod_0396,2022-03-08T22:07:26Z
user_01670,prod_0929,2024-07-15T13:24:34Z
user_06769,prod_0458,2022-02-05T01:30:11Z
user_01397,prod_0473,2023-09-20T03:19:24Z
user_04530,prod_0370,2024-07-20T04:29:41Z
user_08581,prod_0163,2022-02-07T05:30:51Z
user_04932,prod_0067,2024-04-30T04:52:48Z
user_06344,prod_0404,2022-09-15T18:35:10Z
user_06957,prod_0085,2022-07-26T20:02:27Z
user_07035,prod_0578,2024-10-28T00:19:28Z
user_08239,prod_0146,2024-10-03T16:45:47Z
