user_id,product_id,duration_s,viewed_at,source
user_03153,prod_0928,56,2024-11-10T19:35:49Z,browse
user_08243,prod_0266,36,2023-12-06T22:13:20Z,category
user_08883,prod_0617,84,2023-09-01T19:09:11Z,browse
user_01713,prod_0184,10,2022-09-29T20:51:06Z,recommendation
user_08734,prod_0078,48,2022-07-19T16:22:24Z,search
user_07611,prod_0798,14,2024-10-27T20:16:38Z,search
user_05162,prod_0890,7,2022-04-25T10:37:54Z,search
user_04419,prod_0996,105,2024-11-13T02:17:10Z,search
user_07461,prod_0201,15,2022-06-17T20:49:30Z,browse
user_02429,prod_0390,49,2024-11-29T18:25:42Z,recommendation
user_05280,prod_0662,72,2024-06-01T11:09:23Z,search
user_07609,prod_0721,36,2024-03-01T07:19:21Z,search
user_04398,prod_0002,14,2022-05-20T09:55:57Z,recommendation
user_05179,prod_0630,150,2024-01-20T04:49:11Z,recommendation
user_02946,prod_0697,6,2024-04-27T03:43:35Z,recommendation
user_04127,prod_0490,40,2024-08-28T12:51:02Z,recommendation
user_02770,prod_0032,240,2022-01-07T23:02:54Z,search
user_08677,prod_0608,162,2022-08-17T16:44:23Z,recommendation
user_06101,prod_0421,16,2022-08-06T08:46:12Z,recommendation
user_00993,prod_0155,117,2023-02-26T12:00:12Z,search
user_08936,prod_0589,12,2022-09-30T13:44:37Z,homepage
user_08991,prod_0820,15,2023-07-10T13:47:14Z,category
user_03220,prod_0300,58,2023-03-30T06:47:08Z,homepage
user_06281,prod_0440,11,2024-02-16T09:39:41Z,search
user_06184,prod_0092,15,2022-03-10T01:04:33Z,browse
user_09095,prod_0130,25,2022-11-30T15:31:48Z,search
user_09402,prod_0537,41,2023-10-10T06:24:47Z,browse
user_00436,prod_0139,28,2023-05-19T22:01:29Z,category
user_09507,prod_0662,23,2024-05-02T19:40:57Z,category
user_04547,prod_0097,12,2023-10-27T10:50:57Z,browse
user_00631,prod_0503,4,2023-06-26T02:22:31Z,category
user_06923,prod_0108,10,2024-02-03T06:47:52Z,recommendation
user_09858,prod_0346,112,2022-04-09T14:56:16Z,homepage
user_08719,prod_0174,41,2022-07-22T05:58:16Z,browse
user_01025,prod_0870,43,2022-10-19T13:14:08Z,category
user_02316,prod_0220,87,2023-02-16T09:31:00Z,homepage
user_02920,prod_0098,25,2024-02-19T15:18:40Z,homepage
user_02878,prod_0571,70,2024-02-01T13:07:31Z,browse
user_00084,prod_0929,71,2024-05-29T21:27:33Z,homepage
user_07759,prod_0622,15,2023-01-12T21:54:20Z,category
user_02300,prod_0931,72,2022-01-26T06:29:28Z,category
user_03759,prod_0963,45,2024-02-16T09:48:04Z,recommendation
user_08271,prod_0109,14,2022-03-27T05:46:04Z,category
user_07886,prod_0715,202,2023-12-07T20:49:13Z,browse
user_06932,prod_0944,79,2022-03-06T04:25:49Z,recommendation
user_00168,prod_0151,12,2024-08-04T12:56:48Z,recommendation
user_02119,prod_0166,31,2022-10-02T12:03:04Z,homepage
user_02323,prod_0977,17,2023-12-01T12:24:33Z,search
user_08932,prod_0140,147,2023-01-06T10:33:53Z,homepage
user_01768,prod_0013,15,2022-04-18T15:56:20Z,homepage
user_08357,prod_0692,58,2024-03-07T06:46:05Z,category
user_01166,prod_0409,13,2023-03-18T04:46:54Z,category
user_02627,prod_0067,179,2024-12-24T12:35:07Z,search
user_01384,prod_0327,62,2023-03-21T18:23:45Z,category
user_08292,prod_0112,60,2023-02-09T02:42:54Z,search
user_01585,prod_0699,43,2023-02-02T15:27:27Z,search
user_00210,prod_0873,35,2024-03-29T19:43:40Z,browse
user_09498,prod_0531,3,2023-03-04T19:48:58Z,homepage
user_05618,prod_0760,58,2022-05-14T07:36:18Z,category
user_03246,prod_0418,37,2022-06-09T04:11:04Z,homepage
user_05009,prod_0128,9,2023-01-25T00:50:32Z,category
user_02810,prod_0015,40,2022-12-23T22:04:33Z,browse
user_09644,prod_0857,10,2024-05-19T04:06:06Z,category
user_09884,prod_0872,187,2023-08-11T15:41:33Z,category
user_05154,prod_0561,35,2024-03-01T07:03:20Z,homepage
user_09425,prod_0760,33,2022-07-17T23:01:31Z,recommendation
user_06633,prod_0213,59,2022-07-04T00:24:35Z,category
user_01380,prod_0021,21,2023-07-03T03:19:46Z,recommendation
user_00781,prod_0413,28,2024-07-09T15:50:11Z,category
user_07573,prod_0078,22,2023-12-27T00:06:42Z,category
user_08268,prod_0848,14,2024-06-03T11:07:09Z,browse
user_01654,prod_0761,16,2024-12-06T01:18:43Z,browse
user_01761,prod_0406,32,2023-08-05T22:56:21Z,browse
user_07656,prod_0375,23,2023-02-02T06:05:43Z,category
user_09586,prod_0459,45,2022-02-10T21:35:53Z,recommendation
user_01357,prod_0097,9,2024-08-28T02:51:33Z,recommendation
user_07306,prod_0868,13,2022-11-10T00:11:03Z,search
user_05225,prod_0470,36,2022-03-25T17:41:29Z,category
user_05670,prod_0004,67,2023-11-28T13:52:30Z,search
user_05597,prod_0008,25,2022-07-21T11:08:10Z,browse
user_04635,prod_0359,25,2024-08-18T08:26:38Z,homepage
user_09578,prod_0639,33,2022-12-17T17:30:54Z,homepage
user_02695,prod_0653,36,2023-04-27T23:26:36Z,recommendation
user_05774,prod_0377,165,2024-05-02T01:02:57Z,search
user_00102,prod_0386,56,2022-04-23T07:51:23Z,homepage
user_06096,prod_0309,17,2022-06-19T05:01:17Z,browse
user_09482,prod_0478,42,2023-03-27T09:36:43Z,browse
user_07914,prod_0437,39,2023-09-20T10:26:32Z,homepage
user_00097,prod_0053,6,2024-10-16T22:11:32Z,homepage
user_05772,prod_0837,3,2023-01-18T15:33:31Z,search
user_08699,prod_0442,68,2023-06-16T01:41:56Z,browse
user_03923,prod_0702,12,2023-04-07T13:59:01Z,homepage
user_00817,prod_0604,105,2022-11-21T11:13:19Z,search
user_05410,prod_0500,47,2023-10-06T11:15:24Z,category
user_07927,prod_0520,30,2022-02-26T08:28:20Z,browse
user_07478,prod_0061,29,2023-12-03T01:44:52Z,category
user_06867,prod_0069,23,2024-04-12T14:06:43Z,category
user_06547,prod_0663,8,2023-07-08T09:56:30Z,browse
user_08484,prod_0090,21,2023-04-07T00:52:15Z,recommendation
user_06006,prod_0531,7,2023-08-12T05:54:12Z,homepage
user_09248,prod_0162,79,2022-06-04T19:53:34Z,homepage
user_03614,prod_0800,52,2022-11-06T23:21:29Z,category
user_02638,prod_0792,27,2023-08-30T13:57:08Z,search
user_08184,prod_0139,45,2023-02-23T15:30:16Z,category
user_06326,prod_0510,93,2022-03-16T17:00:29Z,homepage
user_02896,prod_0017,3,2022-09-13T09:43:39Z,search
user_02638,prod_0464,26,2024-11-14T07:29:00Z,homepage
user_08137,prod_0202,25,2023-10-04T04:18:54Z,homepage
user_09426,prod_0301,33,2022-10-14T12:01:46Z,category
user_04019,prod_0510,18,2023-03-27T07:50:51Z,browse
user_05562,prod_0245,62,2023-03-24T06:18:18Z,recommendation
user_01011,prod_0751,83,2023-07-30T11:08:47Z,browse
user_06698,prod_0767,28,2023-09-06T12:31:23Z,homepage
user_03686,prod_0884,91,2024-11-10T16:40:27Z,category
user_09473,prod_0194,51,2024-02-02T01:28:34Z,recommendation
user_04495,prod_0551,25,2023-02-27T05:09:55Z,recommendation
user_00460,prod_0257,38,2023-07-17T05:28:49Z,homepage
user_02811,prod_0453,23,2022-05-19T00:50:20Z,homepage
user_06628,prod_0634,55,2024-06-10T02:53:12Z,browse
user_04991,prod_0220,92,2023-09-18T13:29:17Z,search
user_09036,prod_0081,77,2023-04-11T12:57:09Z,homepage
user_02545,prod_0627,44,2024-01-14T13:37:28Z,category
user_00899,prod_0109,114,2022-08-02T12:41:15Z,homepage
user_08163,prod_0453,28,2022-01-04T22:32:30Z,homepage
user_03966,prod_0109,71,2022-09-23T18:36:47Z,search
user_01662,prod_0214,12,2024-02-25T00:18:20Z,browse
user_07816,prod_0518,59,2022-08-02T18:45:04Z,homepage
user_08733,prod_0881,57,2022-03-08T20:32:52Z,homepage
user_03395,prod_0936,24,2023-08-29T10:06:03Z,browse
user_05373,prod_0715,54,2024-09-05T21:50:12Z,homepage
user_04568,prod_0305,32,2023-12-28T00:42:21Z,browse
user_08147,prod_0125,190,2023-12-30T10:46:00Z,browse
user_09809,prod_0609,42,2022-04-13T13:33:42Z,browse
user_09832,prod_0442,2,2022-11-24T10:18:17Z,browse
user_03964,prod_0520,9,2023-11-03T20:51:27Z,category
user_01705,prod_0398,33,2023-04-05T10:52:08Z,homepage
user_09665,prod_0378,7,2022-01-18T06:17:50Z,category
user_00443,prod_0321,28,2023-10-26T11:28:36Z,recommendation
user_09514,prod_0297,77,2023-04-20T09:08:43Z,homepage
user_07665,prod_0634,76,2023-08-16T13:00:00Z,homepage
user_04390,prod_0494,69,2022-12-07T15:37:18Z,category
user_07187,prod_0691,5,2023-08-07T00:49:54Z,search
user_07666,prod_0820,77,2024-07-11T15:49:16Z,browse
user_09723,prod_0673,41,2024-03-25T19:33:00Z,browse
user_09431,prod_0700,350,2022-08-05T10:02:14Z,category
user_04970,prod_0882,19,2024-01-15T04:25:53Z,homepage
user_08530,prod_0822,69,2024-10-06T15:09:35Z,category
user_07291,prod_0398,18,2022-06-03T11:32:07Z,homepage
user_01180,prod_0565,17,2022-08-04T17:17:38Z,search
user_07028,prod_0634,69,2022-01-23T06:51:18Z,homepage
user_07913,prod_0060,7,2023-06-06T02:42:25Z,recommendation
user_02546,prod_0274,11,2022-07-26T19:03:06Z,homepage
user_02911,prod_0841,39,2024-06-01T11:25:17Z,category
user_05105,prod_0409,20,2024-11-25T05:09:09Z,browse
user_07063,prod_0914,42,2022-03-17T05:18:16Z,search
user_02436,prod_0291,39,2022-09-30T04:11:41Z,recommendation
user_04768,prod_0177,25,2022-09-21T15:10:25Z,recommendation
user_05829,prod_0248,4,2022-03-14T04:11:59Z,category
user_01003,prod_0468,38,2024-03-03T02:47:43Z,homepage
user_07864,prod_0716,76,2024-05-15T04:15:25Z,category
user_03922,prod_0004,52,2024-02-27T03:53:33Z,category
user_08533,prod_0815,5,2024-04-10T20:58:03Z,search
user_04745,prod_0277,17,2024-06-27T04:21:35Z,homepage
user_06515,prod_0264,77,2024-03-03T00:48:44Z,recommendation
user_06825,prod_0938,128,2023-02-23T06:14:39Z,recommendation
user_03725,prod_0034,32,2023-05-18T01:55:42Z,search
user_00019,prod_0259,6,2024-06-15T01:38:19Z,category
user_01608,prod_0268,15,2023-04-16T22:48:27Z,category
user_04710,prod_0082,14,2022-04-22T18:44:16Z,search
user_09471,prod_0466,37,2023-04-14T16:27:33Z,recommendation
user_03273,prod_0315,32,2022-03-20T00:36:05Z,browse
user_05899,prod_0229,20,2022-05-18T22:26:08Z,recommendation
user_01365,prod_0707,4,2024-02-15T00:52:11Z,browse
user_04242,prod_0604,10,2023-01-08T02:12:56Z,recommendation
user_03290,prod_0698,46,2024-08-28T01:58:51Z,search
user_04825,prod_0602,23,2023-12-13T13:49:17Z,category
user_03032,prod_0701,24,2022-06-23T14:33:31Z,browse
user_08230,prod_0542,9,2023-12-21T20:22:58Z,browse
user_05724,prod_0607,116,2022-08-03T11:36:52Z,category
user_05994,prod_0452,2,2024-08-06T22:44:32Z,search
user_04340,prod_0391,158,2024-10-28T22:44:51Z,recommendation
user_05710,prod_0278,50,2022-01-16T04:01:45Z,browse
user_02619,prod_0708,18,2024-01-04T09:45:07Z,search
user_05899,prod_0294,23,2024-09-29T00:17:45Z,recommendation
user_01579,prod_0944,26,2022-11-14T15:42:42Z,homepage
user_01688,prod_0162,58,2024-02-26T01:09:17Z,recommendation
user_00350,prod_0407,28,2023-06-22T04:08:46Z,category
user_07113,prod_0543,128,2024-02-29T16:24:23Z,homepage
user_03671,prod_0746,9,2024-07-30T09:36:35Z,browse
user_03358,prod_0330,68,2024-10-09T07:51:51Z,homepage
user_02634,prod_0714,79,2022-11-17T11:52:03Z,category
user_01001,prod_0390,11,2024-02-08T16:37:20Z,category
user_02740,prod_0721,41,2022-01-23T23:10:57Z,category
user_01531,prod_0038,33,2022-08-23T23:20:28Z,search
user_03640,prod_0766,53,2023-10-29T03:28:06Z,search
user_01415,prod_0139,39,2023-07-22T01:14:41Z,homepage
user_02206,prod_0157,29,2024-01-25T16:39:53Z,browse
user_08139,prod_0036,26,2024-11-25T00:08:09Z,category
user_05493,prod_0803,29,2024-11-06T06:35:57Z,category
user_02745,prod_0692,15,2022-08-09T17:50:24Z,category
user_01111,prod_0178,16,2022-06-20T04:55:00Z,browse
user_00413,prod_0567,26,2024-10-26T01:34:25Z,homepage
user_00511,prod_0785,66,2023-02-26T15:25:43Z,recommendation
user_01727,prod_0441,14,2022-06-24T12:07:33Z,recommendation
user_06059,prod_0766,60,2023-02-08T22:57:41Z,recommendation
user_09890,prod_0001,4,2024-08-20T04:46:54Z,homepage
user_05772,prod_0179,15,2023-05-31T07:22:29Z,browse
user_04104,prod_0582,52,2024-12-05T17:38:20Z,category
user_01477,prod_0548,134,2024-02-12T13:38:10Z,recommendation
user_06689,prod_0275,56,2024-10-26T06:27:34Z,homepage
user_06056,prod_0676,18,2022-05-09T21:49:33Z,browse
user_05094,prod_0131,110,2023-04-29T18:54:17Z,homepage
user_07791,prod_0730,44,2024-04-11T08:36:55Z,browse
user_02447,prod_0663,27,2022-10-28T21:12:45Z,category
user_04353,prod_0602,26,2024-01-01T03:42:08Z,recommendation
user_07688,prod_0988,49,2022-09-07T10:33:50Z,search
user_00980,prod_0381,51,2022-02-27T22:33:47Z,homepage
user_02093,prod_0516,10,2022-06-12T16:08:51Z,search
user_02939,prod_0416,23,2022-01-08T12:53:35Z,search
user_08984,prod_0693,27,2022-09-20T23:06:47Z,category
user_01425,prod_0827,17,2024-04-26T03:30:06Z,browse
user_03907,prod_0856,117,2024-05-27T04:22:55Z,homepage
user_06460,prod_0410,61,2023-11-21T23:13:44Z,category
user_05731,prod_0453,11,2024-02-10T22:15:25Z,browse
user_00727,prod_0696,133,2023-01-25T11:56:38Z,browse
user_04063,prod_0146,70,2023-05-08T23:52:35Z,browse
user_00231,prod_0467,15,2023-10-08T18:37:57Z,browse
user_08014,prod_0891,12,2023-03-20T20:20:44Z,category
user_00946,prod_0407,27,2022-10-28T04:21:01Z,category
user_02945,prod_0021,7,2022-03-02T10:58:14Z,browse
user_05988,prod_0847,102,2023-08-21T05:26:23Z,category
user_03631,prod_0760,19,2022-12-31T03:03:56Z,browse
user_06881,prod_0800,64,2022-02-26T21:10:19Z,search
user_06801,prod_0827,29,2024-03-09T00:57:27Z,category
user_02736,prod_0176,20,2024-09-17T11:14:38Z,category
user_03132,prod_0621,45,2024-11-14T03:47:28Z,homepage
user_08493,prod_0697,38,2023-12-23T01:17:16Z,search
user_05397,prod_0074,24,2022-05-01T15:37:33Z,recommendation
user_00770,prod_0364,28,2022-08-10T21:14:34Z,homepage
user_07936,prod_0673,73,2023-08-20T05:28:58Z,homepage
user_06918,prod_0069,14,2024-01-18T02:22:40Z,browse
user_04629,prod_0348,218,2023-11-24T04:47:06Z,homepage
user_07589,prod_0766,38,2023-08-24T02:02:00Z,category
user_09939,prod_0025,33,2024-04-07T23:38:16Z,homepage
user_04043,prod_0978,48,2022-01-13T16:17:33Z,browse
user_03886,prod_0063,26,2024-02-02T11:50:31Z,recommendation
user_07114,prod_0862,13,2023-11-23T16:16:19Z,category
user_06980,prod_0001,51,2024-11-01T21:27:44Z,category
user_07056,prod_0574,33,2024-06-10T03:56:57Z,category
user_01924,prod_0625,65,2022-07-10T06:59:32Z,category
user_00095,prod_0452,34,2024-01-31T08:12:34Z,search
user_07826,prod_0265,16,2022-11-12T12:36:42Z,category
user_02180,prod_0038,24,2023-11-09T17:07:35Z,category
user_02678,prod_0558,71,2023-05-15T08:16:31Z,category
user_02345,prod_0180,24,2022-01-29T21:15:41Z,category
user_02063,prod_0692,100,2024-01-21T00:16:09Z,category
user_03230,prod_0185,17,2022-02-09T10:35:27Z,search
user_08578,prod_0290,30,2023-07-20T21:25:29Z,browse
user_01904,prod_0745,137,2023-10-13T07:02:50Z,recommendation
user_00446,prod_0853,46,2023-10-09T01:11:55Z,search
user_05378,prod_0977,134,2023-03-17T22:18:37Z,browse
user_07749,prod_0476,101,2023-05-28T03:15:59Z,recommendation
user_05290,prod_0111,2,2022-04-28T13:03:12Z,browse
user_05304,prod_0663,16,2024-08-01T03:26:34Z,browse
user_02117,prod_0251,209,2022-12-24T08:02:03Z,recommendation
user_07414,prod_0487,16,2023-09-10T07:03:40Z,search
user_02651,prod_0502,50,2024-10-11T15:12:01Z,homepage
user_01507,prod_0057,95,2024-05-01T15:09:48Z,recommendation
user_03322,prod_0044,139,2023-10-12T18:45:35Z,recommendation
user_08493,prod_0277,22,2023-03-08T12:49:06Z,recommendation
user_05076,prod_0104,71,2024-03-01T10:47:21Z,category
user_00947,prod_0898,81,2024-10-20T07:25:41Z,search
user_09006,prod_0012,10,2022-08-25T14:08:58Z,category
user_06066,prod_0581,90,2024-11-21T19:43:01Z,recommendation
user_04429,prod_0826,89,2022-09-18T11:34:58Z,homepage
user_05917,prod_0736,37,2022-08-10T18:28:52Z,search
user_00435,prod_0609,75,2022-08-14T20:42:18Z,recommendation
user_05601,prod_0718,110,2023-07-07T05:38:34Z,browse
user_09167,prod_0908,18,2023-03-15T03:26:39Z,recommendation
user_01873,prod_0729,118,2022-05-14T20:45:47Z,homepage
user_04481,prod_0008,254,2022-12-01T17:18:51Z,browse
user_06029,prod_0133,366,2024-02-13T11:44:24Z,homepage
user_06028,prod_0551,30,2022-08-08T01:45:43Z,recommendation
user_05509,prod_0845,109,2023-07-02T04:48:17Z,homepage
user_03236,prod_0012,31,2024-08-20T01:05:26Z,search
user_03352,prod_0164,10,2022-02-06T08:41:12Z,recommendation
user_04521,prod_0637,31,2024-11-07T01:51:43Z,homepage
user_03128,prod_0664,48,2023-08-27T07:48:47Z,homepage
user_03111,prod_0616,26,2024-06-27T09:41:03Z,category
user_01970,prod_0710,12,2023-01-10T16:51:21Z,recommendation
user_04551,prod_0289,56,2022-05-13T21:19:06Z,category
user_04136,prod_0648,329,2023-06-11T21:58:35Z,category
user_06918,prod_0141,25,2022-07-31T18:47:08Z,homepage
user_09431,prod_0982,44,2024-04-01T18:22:04Z,search
user_00168,prod_0522,33,2023-01-25T21:19:08Z,category
user_07913,prod_0721,72,2022-07-12T23:55:24Z,recommendation
user_05321,prod_0043,33,2023-06-02T18:52:03Z,recommendation
user_03385,prod_0038,45,2024-11-06T00:52:05Z,category
user_07337,prod_0487,101,2022-12-30T05:43:14Z,recommendation
user_03573,prod_0547,108,2024-02-21T06:04:28Z,recommendation
user_02330,prod_0823,210,2023-05-05T19:12:29Z,homepage
user_01997,prod_0354,25,2023-06-19T00:27:20Z,search
user_05267,prod_0976,18,2023-12-21T06:36:03Z,recommendation
user_06184,prod_0677,4,2023-03-10T22:32:16Z,recommendation
user_04716,prod_0536,25,2023-06-21T14:21:18Z,category
user_02630,prod_0881,17,2023-09-27T21:07:57Z,homepage
user_06293,prod_0990,40,2022-03-14T14:10:23Z,homepage
user_04746,prod_0582,27,2023-03-13T02:00:50Z,search
user_01509,prod_0898,3,2023-07-03T12:16:21Z,recommendation
user_04898,prod_0910,7,2024-04-15T03:52:26Z,recommendation
user_04388,prod_0301,15,2023-09-01T03:05:03Z,recommendation
user_07611,prod_0637,25,2024-11-18T02:58:12Z,homepage
user_03147,prod_0965,328,2024-07-21T12:04:24Z,browse
user_02546,prod_0724,33,2022-10-15T13:06:45Z,homepage
user_02280,prod_0176,35,2023-05-21T12:17:48Z,category
user_00955,prod_0248,21,2023-10-14T06:07:07Z,search
user_05933,prod_0224,16,2023-08-12T21:49:08Z,homepage
user_08847,prod_0833,62,2023-03-26T15:04:56Z,category
user_07516,prod_0658,108,2023-11-30T19:15:24Z,search
user_03432,prod_0040,256,2023-01-30T17:25:57Z,search
user_08468,prod_0263,58,2024-04-17T23:16:15Z,homepage
user_03076,prod_0942,22,2022-11-02T17:20:10Z,homepage
user_07752,prod_0476,45,2022-06-04T02:04:43Z,browse
user_04399,prod_0842,79,2023-04-17T12:00:08Z,homepage
user_06689,prod_0631,69,2022-03-24T02:12:01Z,category
user_07397,prod_0992,40,2022-11-28T15:49:13Z,homepage
user_03797,prod_0015,45,2023-12-20T05:23:31Z,recommendation
user_00156,prod_0694,52,2022-05-15T11:10:29Z,homepage
user_09140,prod_0990,16,2024-04-11T11:50:11Z,recommendation
user_05088,prod_0395,4,2023-05-21T13:13:10Z,search
user_02259,prod_0242,35,2022-04-25T15:00:59Z,homepage
user_07188,prod_0813,75,2022-07-21T14:32:50Z,search
user_04808,prod_0643,7,2024-03-08T07:10:34Z,category
user_06049,prod_0789,16,2024-12-25T07:43:59Z,browse
user_03862,prod_0764,3,2023-04-10T21:21:35Z,homepage
user_00832,prod_0110,17,2022-01-26T12:54:54Z,homepage
user_01310,prod_0356,7,2024-09-27T09:12:28Z,browse
user_06448,prod_0083,2,2023-03-08T01:32:06Z,category
user_05686,prod_0294,12,2022-09-29T12:01:02Z,search
user_05990,prod_0750,20,2024-06-15T14:03:13Z,homepage
user_05984,prod_0565,21,2024-10-16T05:23:26Z,search
user_07154,prod_0753,20,2022-03-24T04:29:32Z,browse
user_01483,prod_0977,29,2024-03-15T10:45:15Z,search
user_02740,prod_0761,179,2023-11-29T01:10:18Z,search
user_05473,prod_0556,18,2022-06-30T21:02:51Z,category
user_00083,prod_0263,145,2023-10-27T22:55:24Z,search
user_01619,prod_0335,175,2024-01-20T09:25:11Z,browse
user_02061,prod_0605,21,2022-03-22T22:12:04Z,browse
user_06860,prod_0293,9,2024-06-01T05:01:46Z,homepage
user_00760,prod_0581,48,2024-09-27T06:40:59Z,browse
user_09576,prod_0304,163,2022-11-30T16:56:39Z,search
user_06532,prod_0028,2,2024-11-28T02:10:38Z,browse
user_05605,prod_0910,25,2024-11-21T11:03:03Z,recommendation
user_03399,prod_0429,37,2022-10-10T05:56:23Z,category
user_02152,prod_0882,184,2023-05-22T07:59:32Z,browse
user_07077,prod_0380,5,2024-04-23T16:29:28Z,recommendation
user_04490,prod_0542,48,2024-10-21T18:38:28Z,category
user_08690,prod_0938,68,2022-09-15T09:42:24Z,search
user_05906,prod_0163,14,2022-08-03T01:33:37Z,browse
user_05004,prod_0818,42,2023-10-18T11:23:47Z,category
user_01209,prod_0072,45,2023-04-05T02:32:36Z,category
user_08597,prod_0097,110,2024-10-28T04:13:13Z,browse
user_01619,prod_0649,124,2022-10-26T15:44:21Z,search
user_01947,prod_0811,46,2022-08-06T07:11:52Z,browse
user_06811,prod_0652,40,2024-01-23T06:36:52Z,browse
user_05078,prod_0541,9,2022-02-09T12:35:56Z,browse
user_00143,prod_0103,35,2022-08-01T04:57:31Z,search
user_01007,prod_0415,35,2022-04-30T18:30:28Z,category
user_07462,prod_0673,13,2023-05-08T12:18:58Z,homepage
user_09720,prod_0434,78,2022-01-25T00:46:08Z,homepage
user_08948,prod_0937,46,2023-06-15T06:34:35Z,search
user_06155,prod_0737,43,2024-01-01T01:47:48Z,recommendation
user_06342,prod_0197,56,2024-03-22T14:30:18Z,category
user_01875,prod_0715,13,2022-07-30T02:05:08Z,category
user_01139,prod_0372,7,2022-01-16T18:56:26Z,recommendation
user_00383,prod_0134,59,2023-03-16T09:04:54Z,search
user_07061,prod_0080,7,2023-06-19T20:52:59Z,recommendation
user_08323,prod_0174,258,2022-01-29T13:41:38Z,homepage
user_07551,prod_0257,29,2024-05-13T15:02:30Z,browse
user_06796,prod_0396,26,2023-08-11T12:33:39Z,category
user_08968,prod_0053,81,2022-07-30T00:31:49Z,browse
user_02092,prod_0206,45,2023-04-26T11:15:06Z,recommendation
user_01235,prod_0367,188,2024-01-02T15:42:45Z,browse
user_01091,prod_0278,88,2024-09-08T12:15:59Z,browse
user_02004,prod_0504,36,2022-04-10T02:48:47Z,homepage
user_03580,prod_0576,19,2022-12-23T00:20:35Z,browse
user_00132,prod_0523,115,2024-12-05T07:23:09Z,search
user_05501,prod_0679,10,2023-01-29T11:25:38Z,homepage
user_03002,prod_0855,30,2024-09-27T02:44:42Z,search
user_00326,prod_0063,31,2023-10-30T13:33:05Z,homepage
user_06900,prod_0413,22,2024-05-14T10:41:56Z,category
user_00566,prod_0261,429,2023-06-03T03:28:43Z,search
user_04750,prod_0111,177,2024-10-13T17:18:27Z,recommendation
user_07693,prod_0541,79,2022-09-15T01:27:36Z,category
