cart_id,user_id,product_id,quantity,price_at_add,added_at,category
cart_000171,user_04797,prod_0015,1,318.32,2023-12-27T08:16:28Z,Electronics
cart_000172,user_01635,prod_0307,1,274.91,2023-08-28T09:35:36Z,Fashion
cart_000173,user_06121,prod_0425,2,355.48,2022-12-30T13:09:33Z,Home & Kitchen
cart_000174,user_04128,prod_0122,1,1137.08,2024-01-18T20:09:31Z,Electronics
cart_000175,user_04925,prod_0693,4,435.33,2023-12-26T16:05:09Z,Sports & Fitness
cart_000176,user_00989,prod_0048,1,1175.57,2023-04-22T07:15:36Z,Electronics
cart_000177,user_02472,prod_0436,2,251.37,2024-07-20T02:25:13Z,Home & Kitchen
cart_000178,user_08083,prod_0132,2,114.75,2022-06-04T22:05:36Z,Electronics
cart_000179,user_06084,prod_0150,3,203.49,2023-05-18T04:21:51Z,Electronics
cart_000180,user_04886,prod_0292,1,408.82,2022-05-14T19:57:09Z,Fashion
cart_000181,user_08651,prod_0240,1,328.43,2022-06-06T02:11:07Z,Fashion
cart_000182,user_04491,prod_0098,1,298.31,2023-10-14T04:08:54Z,Electronics
cart_000183,user_01862,prod_0435,1,145.59,2024-04-24T01:00:26Z,Home & Kitchen
cart_000184,user_08685,prod_0186,1,483.01,2022-01-12T11:56:28Z,Fashion
cart_000185,user_01672,prod_0992,1,170.76,2023-05-18T09:07:52Z,Automotive
cart_000186,user_04054,prod_0585,2,27.88,2023-02-03T18:14:18Z,Books
cart_000187,user_06318,prod_0546,4,74.25,2023-12-07T16:18:14Z,Books
cart_000188,user_02314,prod_0779,3,45.07,2023-03-24T12:21:06Z,Beauty
cart_000189,user_08093,prod_0694,2,206.55,2022-12-16T06:50:43Z,Sports & Fitness
cart_000190,user_09199,prod_0654,1,54.33,2022-02-15T23:21:16Z,Sports & Fitness
cart_000191,user_04799,prod_0839,1,114.21,2022-09-21T20:10:18Z,Toys & Games
cart_000192,user_09439,prod_0464,1,220.57,2023-06-20T22:18:33Z,Home & Kitchen
cart_000193,user_00225,prod_0522,3,27.7,2023-05-19T00:07:41Z,Books
cart_000194,user_05155,prod_0271,2,123.77,2024-08-02T02:41:50Z,Fashion
cart_000195,user_05014,prod_0335,1,245.44,2023-01-31T05:37:07Z,Fashion
cart_000196,user_07318,prod_0006,1,150.0,2024-11-13T22:15:20Z,Electronics
cart_000197,user_02020,prod_0341,3,180.44,2022-03-11T14:37:41Z,Fashion
cart_000198,user_02353,prod_0902,1,32.78,2023-03-31T17:21:56Z,Toys & Games
cart_000199,user_03628,prod_0576,1,69.03,2022-04-17T00:21:17Z,Books
cart_000200,user_09095,prod_0592,1,65.69,2022-11-15T17:28:34Z,Books
cart_000201,user_09868,prod_0306,2,89.36,2023-01-26T00:04:16Z,Fashion
cart_000202,user_08230,prod_0591,1,65.77,2022-03-19T20:31:42Z,Books
cart_000203,user_01292,prod_0763,1,141.9,2023-06-17T01:02:32Z,Beauty
cart_000204,user_05038,prod_0229,1,358.69,2023-12-15T13:32:51Z,Fashion
cart_000205,user_03246,prod_0378,3,58.97,2024-03-20T03:14:18Z,Home & Kitchen
cart_000206,user_04342,prod_0648,3,399.16,2023-06-06T04:51:35Z,Sports & Fitness
cart_000207,user_05424,prod_0167,1,588.12,2024-07-01T22:11:06Z,Electronics
cart_000208,user_00868,prod_0736,2,122.51,2024-05-02T21:31:39Z,Beauty
cart_000209,user_07141,prod_0976,1,99.56,2022-09-12T02:48:43Z,Automotive
cart_000210,user_00778,prod_0536,1,20.72,2022-01-27T10:12:40Z,Books
cart_000211,user_08457,prod_0230,1,330.96,2024-05-16T15:55:28Z,Fashion
cart_000212,user_09436,prod_0538,2,69.38,2023-05-30T01:48:37Z,Books
cart_000213,user_08168,prod_0844,1,126.22,2023-01-17T23:40:53Z,Toys & Games
cart_000214,user_01055,prod_0166,3,854.84,2023-02-23T01:24:23Z,Electronics
cart_000215,user_08519,prod_0002,1,682.08,2023-06-11T04:08:17Z,Electronics
cart_000216,user_00152,prod_0588,1,77.33,2023-11-19T03:37:05Z,Books
cart_000217,user_05271,prod_0667,1,285.45,2023-09-25T01:26:01Z,Sports & Fitness
cart_000218,user_06429,prod_0339,1,429.84,2022-04-08T08:41:29Z,Fashion
cart_000219,user_06113,prod_0380,3,335.53,2024-01-30T11:57:54Z,Home & Kitchen
cart_000220,user_08424,prod_0003,5,200.37,2023-12-16T23:10:26Z,Electronics
cart_000221,user_02506,prod_0579,2,17.1,2022-11-14T11:42:35Z,Books
cart_000222,user_08083,prod_0093,2,1085.88,2023-05-10T22:34:56Z,Electronics
cart_000223,user_09770,prod_0863,4,60.72,2022-12-17T22:03:48Z,Toys & Games
cart_000224,user_06998,prod_0871,1,62.14,2022-06-30T06:32:48Z,Toys & Games
cart_000225,user_02239,prod_0093,1,1085.88,2022-02-24T00:30:56Z,Electronics
cart_000226,user_04224,prod_0999,1,244.59,2022-07-30T05:23:01Z,Automotive
cart_000227,user_07750,prod_0016,1,438.21,2024-11-27T13:12:07Z,Electronics
cart_000228,user_00998,prod_0250,1,245.8,2022-08-26T21:31:55Z,Fashion
cart_000229,user_08225,prod_0233,1,55.57,2024-08-09T04:56:18Z,Fashion
cart_000230,user_00811,prod_0730,1,257.64,2024-03-04T22:39:55Z,Sports & Fitness
cart_000231,user_05227,prod_0008,2,1378.96,2024-12-19T10:25:06Z,Electronics
cart_000232,user_07066,prod_0546,1,74.25,2022-05-06T06:44:56Z,Books
cart_000233,user_08769,prod_0036,1,422.35,2022-06-13T15:45:39Z,Electronics
cart_000234,user_04192,prod_0550,2,66.0,2023-08-08T12:07:20Z,Books
cart_000235,user_03282,prod_0570,2,49.12,2024-09-29T20:50:14Z,Books
cart_000236,user_02519,prod_0747,1,160.03,2022-03-17T08:50:10Z,Beauty
cart_000237,user_04745,prod_0139,1,535.96,2022-12-25T09:24:54Z,Electronics
cart_000238,user_05136,prod_0729,4,73.16,2023-09-03T13:45:37Z,Sports & Fitness
cart_000239,user_04608,prod_0024,3,869.87,2023-12-22T09:09:47Z,Electronics
cart_000240,user_02997,prod_0986,2,48.68,2024-03-13T18:39:32Z,Automotive
cart_000241,user_05951,prod_0022,1,204.02,2023-04-18T03:13:50Z,Electronics
cart_000242,user_02641,prod_0039,1,712.82,2023-03-02T15:15:59Z,Electronics
cart_000243,user_08397,prod_0804,1,174.49,2024-11-06T14:04:08Z,Beauty
cart_000244,user_02697,prod_0437,4,234.36,2024-06-15T09:02:56Z,Home & Kitchen
cart_000245,user_08877,prod_0671,2,367.16,2022-08-09T02:10:35Z,Sports & Fitness
cart_000246,user_02640,prod_0178,1,1237.91,2023-05-02T01:39:57Z,Electronics
cart_000247,user_08197,prod_0364,2,234.19,2024-08-21T05:35:24Z,Home & Kitchen
cart_000248,user_02206,prod_0609,1,72.64,2024-10-31T10:31:02Z,Books
cart_000249,user_05213,prod_0897,1,30.57,2023-03-07T12:33:28Z,Toys & Games
cart_000250,user_08429,prod_0886,1,15.12,2023-05-19T09:57:32Z,Toys & Games
cart_000251,user_01199,prod_0065,1,527.58,2024-12-10T07:27:25Z,Electronics
cart_000252,user_05172,prod_0951,1,400.47,2024-08-08T08:46:39Z,Automotive
cart_000253,user_08402,prod_0730,3,257.64,2023-04-29T00:15:18Z,Sports & Fitness
cart_000254,user_03609,prod_0027,2,723.31,2024-07-13T20:17:58Z,Electronics
cart_000255,user_02749,prod_0362,1,414.98,2024-11-30T20:30:57Z,Home & Kitchen
cart_000256,user_03910,prod_0420,2,87.52,2022-09-01T14:14:07Z,Home & Kitchen
cart_000257,user_02621,prod_0372,3,512.59,2022-09-24T14:36:58Z,Home & Kitchen
cart_000258,user_07344,prod_0750,1,39.13,2022-08-15T23:37:36Z,Beauty
cart_000259,user_01812,prod_0085,1,63.09,2022-10-04T12:37:15Z,Electronics
cart_000260,user_05899,prod_0281,1,405.91,2024-09-01T08:51:20Z,Fashion
cart_000261,user_00793,prod_0099,1,826.22,2024-08-06T19:32:16Z,Electronics
cart_000262,user_04877,prod_0040,1,121.04,2023-03-12T09:44:29Z,Electronics
cart_000263,user_06532,prod_0180,1,347.3,2022-09-30T14:16:05Z,Electronics
cart_000264,user_06792,prod_0429,1,239.53,2023-03-22T01:04:50Z,Home & Kitchen
cart_000265,user_09682,prod_0640,1,458.9,2023-11-17T12:24:46Z,Sports & Fitness
cart_000266,user_07605,prod_0937,3,79.75,2022-06-01T17:02:40Z,Automotive
cart_000267,user_02169,prod_0960,2,268.57,2022-07-04T12:43:44Z,Automotive
cart_000268,user_00513,prod_0931,1,368.17,2024-04-30T11:03:04Z,Automotive
cart_000269,user_02211,prod_0289,1,52.2,2022-07-19T11:10:31Z,Fashion
cart_000270,user_04061,prod_0328,1,233.4,2022-02-07T17:17:29Z,Fashion
cart_000271,user_07030,prod_0984,1,368.0,2024-02-07T14:07:05Z,Automotive
cart_000272,user_03367,prod_0482,1,273.5,2023-04-14T22:27:01Z,Home & Kitchen
cart_000273,user_06997,prod_0614,3,44.96,2024-11-01T02:54:20Z,Books
cart_000274,user_05811,prod_0111,1,902.71,2022-06-27T19:32:25Z,Electronics
cart_000275,user_03810,prod_0823,2,28.4,2024-02-14T08:30:40Z,Beauty
cart_000276,user_06676,prod_0428,1,305.47,2023-01-27T04:26:28Z,Home & Kitchen
cart_000277,user_09825,prod_0464,4,220.57,2024-07-09T03:21:03Z,Home & Kitchen
cart_000278,user_09942,prod_0545,1,59.35,2024-10-06T08:06:47Z,Books
cart_000279,user_04506,prod_0209,1,318.46,2023-04-12T14:02:09Z,Fashion
cart_000280,user_04303,prod_0280,1,171.31,2022-12-09T23:40:10Z,Fashion
cart_000281,user_08203,prod_0718,1,724.57,2023-02-16T05:14:33Z,Sports & Fitness
cart_000282,user_09487,prod_0352,1,253.51,2023-11-01T01:33:02Z,Fashion
cart_000283,user_02511,prod_0064,1,334.47,2024-07-30T05:48:25Z,Electronics
cart_000284,user_07905,prod_0622,1,19.78,2024-03-18T13:18:37Z,Books
cart_000285,user_00754,prod_0670,1,600.87,2022-02-09T06:50:34Z,Sports & Fitness
cart_000286,user_08882,prod_0404,2,536.4,2022-11-28T05:41:12Z,Home & Kitchen
cart_000287,user_07227,prod_0299,1,452.76,2022-07-22T20:05:13Z,Fashion
cart_000288,user_07950,prod_0664,1,701.99,2023-03-29T03:27:40Z,Sports & Fitness
cart_000289,user_01281,prod_0652,1,775.26,2023-05-09T10:18:20Z,Sports & Fitness
cart_000290,user_09981,prod_0641,1,597.55,2022-05-06T11:56:31Z,Sports & Fitness
cart_000291,user_00298,prod_0795,1,190.66,2024-01-23T17:41:54Z,Beauty
cart_000292,user_03049,prod_0855,1,145.46,2023-12-22T10:57:01Z,Toys & Games
cart_000293,user_01623,prod_0145,1,1034.55,2023-03-06T05:21:36Z,Electronics
cart_000294,user_01403,prod_0152,1,383.67,2022-01-15T13:39:20Z,Electronics
cart_000295,user_04680,prod_0593,3,27.62,2023-08-05T11:27:29Z,Books
cart_000296,user_09237,prod_0585,3,27.88,2023-05-03T11:35:13Z,Books
cart_000297,user_05673,prod_0473,1,58.17,2024-02-20T16:47:26Z,Home & Kitchen
cart_000298,user_09485,prod_0723,3,34.79,2024-08-14T19:43:07Z,Sports & Fitness
cart_000299,user_00784,prod_0079,5,180.11,2022-05-01T02:52:49Z,Electronics
cart_000300,user_06062,prod_0443,1,297.81,2024-08-06T18:00:45Z,Home & Kitchen
cart_000301,user_07677,prod_0623,1,63.54,2023-05-24T16:52:05Z,Books
cart_000302,user_08931,prod_0315,1,98.2,2024-07-16T15:03:26Z,Fashion
cart_000303,user_04096,prod_0687,1,435.22,2023-08-17T04:42:44Z,Sports & Fitness
cart_000304,user_04467,prod_0390,1,313.74,2024-06-08T07:49:43Z,Home & Kitchen
cart_000305,user_02301,prod_0505,1,274.45,2023-04-10T23:45:58Z,Home & Kitchen
cart_000306,user_00229,prod_0185,1,80.18,2022-09-18T11:14:29Z,Fashion
cart_000307,user_04357,prod_0746,1,115.54,2024-02-28T21:01:28Z,Beauty
cart_000308,user_08874,prod_0448,1,231.62,2023-07-18T14:20:20Z,Home & Kitchen
cart_000309,user_05226,prod_0918,2,166.52,2023-02-25T09:31:19Z,Automotive
cart_000310,user_00227,prod_0728,1,335.7,2023-07-25T19:30:08Z,Sports & Fitness
cart_000311,user_04426,prod_0452,2,573.39,2024-08-18T12:37:59Z,Home & Kitchen
cart_000312,user_00935,prod_0601,3,79.52,2022-03-09T18:23:07Z,Books
cart_000313,user_00419,prod_0304,4,175.33,2024-02-01T09:47:02Z,Fashion
cart_000314,user_00849,prod_0681,2,535.85,2022-03-25T03:48:42Z,Sports & Fitness
cart_000315,user_00906,prod_0825,1,100.53,2022-03-17T07:40:39Z,Beauty
cart_000316,user_03685,prod_0054,1,1189.16,2022-06-08T09:05:44Z,Electronics
cart_000317,user_03072,prod_0579,1,17.1,2023-07-30T15:28:25Z,Books
